0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
11379.867097320806,11379.867097320806,11379.867097320806,11379.867097320806,11379.867097320806,11379.867097320806,11379.867097320806,11379.867097320806,11379.867097320806,11379.867097320806,11379.867097320806,11882.064546999856,11882.064546999856,11882.064546999856,11882.064546999856,11882.064546999856,11882.064546999856,11882.064546999856,11882.064546999856,11882.064546999856,11882.064546999856,11882.064546999856,11882.064546999856,12406.424142889164,12406.424142889164,12406.424142889164,12406.424142889164,12406.424142889164,12406.424142889164,12406.424142889164,12406.424142889164,0.0,12406.424142889164,12406.424142889164,12406.424142889164,12406.424142889164,12953.923908124769,12953.923908124769,12953.923908124769,12953.923908124769,12953.923908124769,12953.923908124769,12953.923908124769,12953.923908124769,12953.923908124769,12953.923908124769,12953.923908124769,12953.923908124769,13525.585026340139,13525.585026340139,13525.585026340139,13525.585026340139,13525.585026340139,13525.585026340139,13525.585026340139,13525.585026340139,13525.585026340139,13525.585026340139,13525.585026340139,13525.585026340139,14122.47374635378,14122.47374635378,14122.47374635378,14122.47374635378,14122.47374635378,14122.47374635378,14122.47374635378,14122.47374635378,14122.47374635378,14122.47374635378,14122.47374635378,14122.47374635378,14745.70337091134,14745.70337091134,14745.70337091134,14745.70337091134,14745.70337091134,14745.70337091134,14745.70337091134,14745.70337091134,14745.70337091134,14745.70337091134,14745.70337091134,14745.70337091134,15396.436333191617,15396.436333191617,15396.436333191617,15396.436333191617,15396.436333191617,15396.436333191617,15396.436333191617,15396.436333191617,15396.436333191617,15396.436333191617,15396.436333191617,15396.436333191617,0.0,16075.886364949465,16075.886364949465,16075.886364949465,16075.886364949465,16075.886364949465
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10497.691061392517,10497.691061392517,10497.691061392517,10497.691061392517,10497.691061392517,10497.691061392517,10497.691061392517,10497.691061392517,10497.691061392517,10497.691061392517,10497.691061392517,10960.957779137494,10960.957779137494,10960.957779137494,10960.957779137494,10960.957779137494,10960.957779137494,10960.957779137494,10960.957779137494,10960.957779137494,10960.957779137494,10960.957779137494,10960.957779137494,11444.668616500308,11444.668616500308,11444.668616500308,11444.668616500308,11444.668616500308,0.0,0.0,11444.668616500308,11444.668616500308,11444.668616500308,11444.668616500308,11444.668616500308,11444.668616500308,11444.668616500308,11949.725779512473,11949.725779512473,11949.725779512473,11949.725779512473,11949.725779512473,11949.725779512473,11949.725779512473,11949.725779512473,11949.725779512473,11949.725779512473,11949.725779512473,11949.725779512473,12477.071288868025,12477.071288868025,12477.071288868025,12477.071288868025,12477.071288868025,12477.071288868025,12477.071288868025,12477.071288868025,12477.071288868025,12477.071288868025,12477.071288868025,12477.071288868025,13027.688736958296,0.0,13027.688736958296,13027.688736958296,13027.688736958296,13027.688736958296,13027.688736958296,13027.688736958296,13027.688736958296,13027.688736958296,13027.688736958296,0.0,13027.688736958296,13027.688736958296,13602.605122445191,13602.605122445191,13602.605122445191,13602.605122445191,13602.605122445191,13602.605122445191,13602.605122445191,13602.605122445191,13602.605122445191,13602.605122445191,13602.605122445191,13602.605122445191,14202.89276579486,14202.89276579486,14202.89276579486
8598.551827396985,8598.551827396985,8598.551827396985,8598.551827396985,8598.551827396985,8598.551827396985,8598.551827396985,8598.551827396985,8598.551827396985,8598.551827396985,8598.551827396985,8991.696834708908,8991.696834708908,8991.696834708908,8991.696834708908,8991.696834708908,8991.696834708908,8991.696834708908,8991.696834708908,8991.696834708908,8991.696834708908,8991.696834708908,8991.696834708908,9402.817310434224,9402.817310434224,9402.817310434224,9402.817310434224,9402.817310434224,9402.817310434224,9402.817310434224,9402.817310434224,9402.817310434224,9402.817310434224,9402.817310434224,9402.817310434224,9832.735133163966,9832.735133163966,9832.735133163966,9832.735133163966,9832.735133163966,9832.735133163966,9832.735133163966,9832.735133163966,9832.735133163966,9832.735133163966,9832.735133163966,9832.735133163966,10282.309759615244,10282.309759615244,10282.309759615244,10282.309759615244,10282.309759615244,10282.309759615244,10282.309759615244,10282.309759615244,10282.309759615244,10282.309759615244,10282.309759615244,10282.309759615244,10752.439942787165,10752.439942787165,10752.439942787165,10752.439942787165,10752.439942787165,10752.439942787165,0.0,10752.439942787165,10752.439942787165,10752.439942787165,10752.439942787165,10752.439942787165,10752.439942787165,11244.065528674666,11244.065528674666,11244.065528674666,11244.065528674666,11244.065528674666,11244.065528674666,11244.065528674666,11244.065528674666,11244.065528674666,11244.065528674666,11244.065528674666,11244.065528674666,11758.169335132128,11758.169335132128,11758.169335132128,11758.169335132128,11758.169335132128,11758.169335132128,11758.169335132128,11758.169335132128,11758.169335132128,11758.169335132128,11758.169335132128,11758.169335132128,12295.779116642832,12295.779116642832,12295.779116642832,12295.779116642832,12295.779116642832,12295.779116642832
8759.317298228341,8759.317298228341,8759.317298228341,8759.317298228341,8759.317298228341,8759.317298228341,8759.317298228341,8759.317298228341,8759.317298228341,8759.317298228341,8759.317298228341,9159.812862177501,9159.812862177501,9159.812862177501,9159.812862177501,9159.812862177501,9159.812862177501,9159.812862177501,9159.812862177501,9159.812862177501,9159.812862177501,9159.812862177501,9159.812862177501,9578.619978418004,9578.619978418004,9578.619978418004,9578.619978418004,9578.619978418004,9578.619978418004,9578.619978418004,9578.619978418004,9578.619978418004,9578.619978418004,9578.619978418004,9578.619978418004,10016.575892046925,10016.575892046925,10016.575892046925,10016.575892046925,10016.575892046925,10016.575892046925,10016.575892046925,10016.575892046925,10016.575892046925,10016.575892046925,10016.575892046925,10016.575892046925,10474.556128878428,10474.556128878428,10474.556128878428,10474.556128878428,10474.556128878428,10474.556128878428,10474.556128878428,10474.556128878428,0.0,10474.556128878428,10474.556128878428,10474.556128878428,10474.556128878428,10953.4762457237,10953.4762457237,10953.4762457237,10953.4762457237,0.0,10953.4762457237,10953.4762457237,10953.4762457237,10953.4762457237,10953.4762457237,10953.4762457237,10953.4762457237,10953.4762457237,11454.293660697596,11454.293660697596,11454.293660697596,11454.293660697596,11454.293660697596,11454.293660697596,11454.293660697596,11454.293660697596,11454.293660697596,11454.293660697596,11454.293660697596,11454.293660697596,11978.00956721102,11978.00956721102,11978.00956721102,11978.00956721102,11978.00956721102,11978.00956721102,11978.00956721102,11978.00956721102,11978.00956721102,11978.00956721102,11978.00956721102,11978.00956721102,12525.670935475291,12525.670935475291,12525.670935475291,12525.670935475291,12525.670935475291
9764.728694406498,9764.728694406498,9764.728694406498,9764.728694406498,9764.728694406498,9764.728694406498,9764.728694406498,9764.728694406498,9764.728694406498,9764.728694406498,9764.728694406498,10211.193914483394,10211.193914483394,10211.193914483394,10211.193914483394,10211.193914483394,10211.193914483394,10211.193914483394,10211.193914483394,0.0,10211.193914483394,10211.193914483394,10211.193914483394,0.0,0.0,10211.193914483394,10678.072522271974,10678.072522271974,10678.072522271974,10678.072522271974,10678.072522271974,10678.072522271974,10678.072522271974,10678.072522271974,10678.072522271974,10678.072522271974,10678.072522271974,10678.072522271974,11166.297863482334,11166.297863482334,0.0,11166.297863482334,11166.297863482334,11166.297863482334,11166.297863482334,11166.297863482334,11166.297863482334,11166.297863482334,11166.297863482334,11166.297863482334,11166.297863482334,11676.845958476471,11676.845958476471,11676.845958476471,11676.845958476471,11676.845958476471,11676.845958476471,11676.845958476471,11676.845958476471,11676.845958476471,11676.845958476471,11676.845958476471,11676.845958476471,12210.737453448732,12210.737453448732,12210.737453448732,12210.737453448732,12210.737453448732,12210.737453448732,12210.737453448732,12210.737453448732,12210.737453448732,12210.737453448732,12210.737453448732,0.0,12210.737453448732,12769.039660818617,12769.039660818617,12769.039660818617,12769.039660818617,12769.039660818617,12769.039660818617,12769.039660818617,12769.039660818617,12769.039660818617,12769.039660818617,12769.039660818617,12769.039660818617,13352.868692914884,13352.868692914884,13352.868692914884,13352.868692914884,13352.868692914884,13352.868692914884,13352.868692914884,13352.868692914884,13352.868692914884,13352.868692914884,13352.868692914884,13352.868692914884,13963.391693216481,13963.391693216481
8503.531057216538,8503.531057216538,8503.531057216538,8503.531057216538,8503.531057216538,8503.531057216538,8503.531057216538,8503.531057216538,8503.531057216538,8503.531057216538,8503.531057216538,8892.33150254439,8892.33150254439,8892.33150254439,8892.33150254439,8892.33150254439,8892.33150254439,8892.33150254439,8892.33150254439,8892.33150254439,8892.33150254439,8892.33150254439,8892.33150254439,9298.908773201627,9298.908773201627,9298.908773201627,9298.908773201627,9298.908773201627,9298.908773201627,9298.908773201627,9298.908773201627,9298.908773201627,9298.908773201627,9298.908773201627,9298.908773201627,9724.075665373513,9724.075665373513,9724.075665373513,9724.075665373513,9724.075665373513,0.0,9724.075665373513,9724.075665373513,9724.075665373513,9724.075665373513,9724.075665373513,9724.075665373513,9724.075665373513,10168.682138103502,10168.682138103502,10168.682138103502,10168.682138103502,10168.682138103502,10168.682138103502,10168.682138103502,10168.682138103502,0.0,10168.682138103502,10168.682138103502,10168.682138103502,10168.682138103502,10633.617012462173,10633.617012462173,10633.617012462173,10633.617012462173,10633.617012462173,10633.617012462173,10633.617012462173,10633.617012462173,10633.617012462173,10633.617012462173,10633.617012462173,10633.617012462173,11119.809748405965,11119.809748405965,11119.809748405965,11119.809748405965,11119.809748405965,11119.809748405965,11119.809748405965,11119.809748405965,11119.809748405965,11119.809748405965,11119.809748405965,11119.809748405965,11628.232302877874,11628.232302877874,11628.232302877874,11628.232302877874,11628.232302877874,11628.232302877874,11628.232302877874,11628.232302877874,11628.232302877874,11628.232302877874,11628.232302877874,11628.232302877874,12159.901072864646,12159.901072864646,12159.901072864646,12159.901072864646,12159.901072864646
6429.594785340535,6429.594785340535,6429.594785340535,6429.594785340535,6429.594785340535,6429.594785340535,6429.594785340535,6429.594785340535,6429.594785340535,6429.594785340535,6429.594785340535,6723.5702290706495,6723.5702290706495,6723.5702290706495,6723.5702290706495,6723.5702290706495,6723.5702290706495,6723.5702290706495,6723.5702290706495,6723.5702290706495,6723.5702290706495,6723.5702290706495,6723.5702290706495,7030.98688712322,7030.98688712322,7030.98688712322,7030.98688712322,0.0,7030.98688712322,7030.98688712322,0.0,7030.98688712322,7030.98688712322,7030.98688712322,7030.98688712322,7030.98688712322,0.0,7030.98688712322,7352.459321858187,7352.459321858187,7352.459321858187,7352.459321858187,7352.459321858187,7352.459321858187,7352.459321858187,7352.459321858187,7352.459321858187,7352.459321858187,7352.459321858187,7352.459321858187,7688.630194800126,7688.630194800126,7688.630194800126,7688.630194800126,7688.630194800126,7688.630194800126,7688.630194800126,7688.630194800126,7688.630194800126,7688.630194800126,7688.630194800126,7688.630194800126,8040.171551394874,8040.171551394874,8040.171551394874,8040.171551394874,8040.171551394874,8040.171551394874,8040.171551394874,8040.171551394874,8040.171551394874,8040.171551394874,8040.171551394874,8040.171551394874,8407.786164508065,8407.786164508065,8407.786164508065,0.0,0.0,8407.786164508065,8407.786164508065,8407.786164508065,8407.786164508065,8407.786164508065,8407.786164508065,8407.786164508065,0.0,0.0,0.0,8407.786164508065,8407.786164508065,8792.20893935145,8792.20893935145,8792.20893935145,8792.20893935145,8792.20893935145,8792.20893935145,8792.20893935145,8792.20893935145,8792.20893935145,8792.20893935145,8792.20893935145
9223.631961494677,9223.631961494677,9223.631961494677,9223.631961494677,9223.631961494677,9223.631961494677,0.0,9223.631961494677,9223.631961494677,9223.631961494677,9223.631961494677,9223.631961494677,9645.357029591647,9645.357029591647,9645.357029591647,9645.357029591647,9645.357029591647,9645.357029591647,9645.357029591647,9645.357029591647,9645.357029591647,9645.357029591647,9645.357029591647,9645.357029591647,10086.364310357538,10086.364310357538,10086.364310357538,10086.364310357538,10086.364310357538,10086.364310357538,10086.364310357538,10086.364310357538,10086.364310357538,10086.364310357538,10086.364310357538,10086.364310357538,10547.535429651316,10547.535429651316,10547.535429651316,10547.535429651316,10547.535429651316,10547.535429651316,10547.535429651316,10547.535429651316,10547.535429651316,0.0,0.0,10547.535429651316,10547.535429651316,10547.535429651316,11029.79232323666,11029.79232323666,11029.79232323666,11029.79232323666,11029.79232323666,11029.79232323666,11029.79232323666,11029.79232323666,11029.79232323666,11029.79232323666,11029.79232323666,11029.79232323666,11534.099079840882,11534.099079840882,11534.099079840882,11534.099079840882,11534.099079840882,11534.099079840882,11534.099079840882,11534.099079840882,11534.099079840882,11534.099079840882,11534.099079840882,11534.099079840882,12061.46386848265,12061.46386848265,12061.46386848265,12061.46386848265,12061.46386848265,0.0,0.0,0.0,0.0,0.0,12061.46386848265,12061.46386848265,12061.46386848265,12061.46386848265,12061.46386848265,12061.46386848265,12061.46386848265,12612.940953921421,12612.940953921421,12612.940953921421,12612.940953921421,12612.940953921421,12612.940953921421,12612.940953921421,12612.940953921421,12612.940953921421,12612.940953921421,12612.940953921421
7051.177832537741,7051.177832537741,7051.177832537741,7051.177832537741,7051.177832537741,7051.177832537741,7051.177832537741,7051.177832537741,7051.177832537741,7051.177832537741,7051.177832537741,7373.573442423822,7373.573442423822,7373.573442423822,7373.573442423822,7373.573442423822,7373.573442423822,7373.573442423822,7373.573442423822,7373.573442423822,7373.573442423822,7373.573442423822,7373.573442423822,7710.7097001480815,7710.7097001480815,7710.7097001480815,7710.7097001480815,7710.7097001480815,7710.7097001480815,7710.7097001480815,7710.7097001480815,7710.7097001480815,7710.7097001480815,7710.7097001480815,7710.7097001480815,8063.260581075031,8063.260581075031,8063.260581075031,8063.260581075031,8063.260581075031,8063.260581075031,8063.260581075031,8063.260581075031,8063.260581075031,8063.260581075031,8063.260581075031,8063.260581075031,8431.93087622918,8431.93087622918,8431.93087622918,8431.93087622918,8431.93087622918,8431.93087622918,8431.93087622918,8431.93087622918,8431.93087622918,8431.93087622918,8431.93087622918,8431.93087622918,8817.457601255886,8817.457601255886,8817.457601255886,8817.457601255886,8817.457601255886,8817.457601255886,8817.457601255886,8817.457601255886,8817.457601255886,8817.457601255886,8817.457601255886,8817.457601255886,9220.611469803045,0.0,9220.611469803045,9220.611469803045,9220.611469803045,9220.611469803045,9220.611469803045,9220.611469803045,9220.611469803045,9220.611469803045,9220.611469803045,9220.611469803045,9220.611469803045,9642.198434269074,9642.198434269074,9642.198434269074,9642.198434269074,9642.198434269074,9642.198434269074,9642.198434269074,9642.198434269074,9642.198434269074,9642.198434269074,9642.198434269074,9642.198434269074,10083.061296997355,10083.061296997355,10083.061296997355,10083.061296997355,10083.061296997355,10083.061296997355
7524.841776708334,7524.841776708334,7524.841776708334,7524.841776708334,7524.841776708334,7524.841776708334,7524.841776708334,7524.841776708334,7524.841776708334,7524.841776708334,7524.841776708334,7868.894360760809,7868.894360760809,7868.894360760809,7868.894360760809,7868.894360760809,7868.894360760809,7868.894360760809,7868.894360760809,7868.894360760809,7868.894360760809,7868.894360760809,7868.894360760809,8228.67779791369,8228.67779791369,8228.67779791369,8228.67779791369,8228.67779791369,8228.67779791369,8228.67779791369,8228.67779791369,8228.67779791369,8228.67779791369,8228.67779791369,8228.67779791369,8604.911337929181,8604.911337929181,8604.911337929181,8604.911337929181,8604.911337929181,8604.911337929181,8604.911337929181,8604.911337929181,8604.911337929181,8604.911337929181,8604.911337929181,8604.911337929181,8998.347116276142,8998.347116276142,8998.347116276142,8998.347116276142,8998.347116276142,8998.347116276142,8998.347116276142,8998.347116276142,8998.347116276142,8998.347116276142,8998.347116276142,8998.347116276142,9409.771657738092,9409.771657738092,9409.771657738092,9409.771657738092,9409.771657738092,9409.771657738092,9409.771657738092,9409.771657738092,9409.771657738092,9409.771657738092,9409.771657738092,9409.771657738092,9840.007448769533,9840.007448769533,9840.007448769533,9840.007448769533,9840.007448769533,9840.007448769533,9840.007448769533,9840.007448769533,0.0,0.0,9840.007448769533,9840.007448769533,9840.007448769533,9840.007448769533,10289.914581743924,10289.914581743924,10289.914581743924,10289.914581743924,10289.914581743924,10289.914581743924,10289.914581743924,10289.914581743924,10289.914581743924,10289.914581743924,10289.914581743924,10289.914581743924,10760.392474380345,10760.392474380345,10760.392474380345,10760.392474380345,10760.392474380345
